Elapsed,Well,Area,DaysSinceSeeding,Radius,Condition,CellLine
3,A6,87217.23,3.0,166.61964636430332,M0:F100,WM983b
4,A6,86867.48,3.0416666666666665,166.2852298668547,M0:F100,WM983b
5,A6,85940.52,3.0833333333333335,165.39563821266808,M0:F100,WM983b
6,A6,85227.1,3.125,164.70770625800893,M0:F100,WM983b
7,A6,85078.54,3.1666666666666665,164.56409202521394,M0:F100,WM983b
8,A6,84617.38,3.2083333333333335,164.11748412942043,M0:F100,WM983b
9,A6,84266.09,3.25,163.7764620360724,M0:F100,WM983b
10,A6,84801.53,3.2916666666666665,164.29596879568078,M0:F100,WM983b
11,A6,86581.2,3.3333333333333335,166.0109993875587,M0:F100,WM983b
12,A6,85790.41,3.375,165.2511290211378,M0:F100,WM983b
13,A6,86437.27,3.4166666666666665,165.87295613130425,M0:F100,WM983b
14,A6,84708.68,3.4583333333333335,164.20599955415497,M0:F100,WM983b
15,A6,86157.17,3.5,165.60398236943914,M0:F100,WM983b
16,A6,85928.13,3.5416666666666665,165.38371528142054,M0:F100,WM983b
17,A6,86980.45,3.5833333333333335,166.39332059825867,M0:F100,WM983b
18,A6,87628.87,3.625,167.0123816850541,M0:F100,WM983b
19,A6,87636.61,3.6666666666666665,167.01975737808164,M0:F100,WM983b
20,A6,87483.4,3.7083333333333335,166.87369803827994,M0:F100,WM983b
21,A6,87549.95,3.75,166.93715769683084,M0:F100,WM983b
22,A6,88928.8,3.7916666666666665,168.24659344682462,M0:F100,WM983b
23,A6,88269.55,3.8333333333333335,167.62180769218074,M0:F100,WM983b
24,A6,89021.65,3.875,168.33440313671252,M0:F100,WM983b
25,A6,88376.33,3.9166666666666665,167.72316340816235,M0:F100,WM983b
26,A6,89930.05,3.9583333333333335,169.1910871766081,M0:F100,WM983b
27,A6,90268.95,4.0,169.50958439106117,M0:F100,WM983b
28,A6,90510.37,4.041666666666667,169.73610568512754,M0:F100,WM983b
29,A6,90581.55,4.083333333333333,169.80283528507803,M0:F100,WM983b
30,A6,90296.81,4.125,169.53574052057394,M0:F100,WM983b
31,A6,90748.69,4.166666666666667,169.95942217255302,M0:F100,WM983b
32,A6,88961.29,4.208333333333333,168.27732495693886,M0:F100,WM983b
33,A6,98430.63,4.25,177.00689995674975,M0:F100,WM983b
34,A6,90377.28,4.291666666666667,169.6112664606941,M0:F100,WM983b
35,A6,99100.7,4.333333333333333,177.60836843384936,M0:F100,WM983b
36,A6,89527.69,4.375,168.81217021944153,M0:F100,WM983b
37,A6,91103.07,4.416666666666667,170.29095056019247,M0:F100,WM983b
38,A6,90600.13,4.458333333333333,169.8202492888779,M0:F100,WM983b
39,A6,89779.94,4.5,169.04982248729976,M0:F100,WM983b
40,A6,90304.55,4.541666666666667,169.54300643901072,M0:F100,WM983b
41,A6,91623.05,4.583333333333333,170.77623551686506,M0:F100,WM983b
42,A6,92320.98,4.625,171.42543754115377,M0:F100,WM983b
43,A6,92370.5,4.666666666666667,171.4714067759982,M0:F100,WM983b
44,A6,93184.5,4.708333333333333,172.22528150388794,M0:F100,WM983b
45,A6,93681.26,4.75,172.683731741453,M0:F100,WM983b
46,A6,91745.3,4.791666666666667,170.89012844777702,M0:F100,WM983b
47,A6,93463.05,4.833333333333333,172.48250000475394,M0:F100,WM983b
48,A6,101169.8,4.875,179.45291171568343,M0:F100,WM983b
49,A6,93107.13,4.916666666666667,172.15376833865534,M0:F100,WM983b
50,A6,93624.0,4.958333333333333,172.63094967030455,M0:F100,WM983b
51,A6,101528.8,5.0,179.77102317219214,M0:F100,WM983b
52,A6,94260.03,5.041666666666667,173.21633704988884,M0:F100,WM983b
53,A6,92141.47,5.083333333333333,171.25869562888528,M0:F100,WM983b
54,A6,95389.73,5.125,174.25123844438673,M0:F100,WM983b
55,A6,93246.4,5.166666666666667,172.28247435838685,M0:F100,WM983b
56,A6,93333.06,5.208333333333333,172.36251247236132,M0:F100,WM983b
57,A6,92974.04,5.25,172.03068357257433,M0:F100,WM983b
58,A6,92769.77,5.291666666666667,171.84159836895267,M0:F100,WM983b
59,A6,92802.26,5.333333333333333,171.87168707555807,M0:F100,WM983b
60,A6,91449.72,5.375,170.61462412331343,M0:F100,WM983b
61,A6,91160.33,5.416666666666667,170.34445769316005,M0:F100,WM983b
62,A6,90946.77,5.458333333333333,170.14480893486993,M0:F100,WM983b
63,A6,89241.4,5.5,168.5420418675475,M0:F100,WM983b
64,A6,87709.34,5.541666666666667,167.08904821278801,M0:F100,WM983b
65,A6,87904.33,5.583333333333333,167.2746761388656,M0:F100,WM983b
66,A6,87715.53,5.625,167.0949441809981,M0:F100,WM983b
67,A6,87765.05,5.666666666666667,167.14210443935036,M0:F100,WM983b
68,A6,88207.65,5.708333333333333,167.563024059724,M0:F100,WM983b
69,A6,86618.34,5.75,166.0466017322513,M0:F100,WM983b
70,A6,101089.3,5.791666666666667,179.3815028853284,M0:F100,WM983b
72,A6,87946.11,5.875,167.3144233603521,M0:F100,WM983b
73,A6,90278.24,5.916666666666667,169.5183066788745,M0:F100,WM983b
74,A6,90525.84,5.958333333333333,169.75061068253052,M0:F100,WM983b
75,A6,92392.16,6.0,171.49150980114024,M0:F100,WM983b
76,A6,91790.18,6.041666666666667,170.9319213856489,M0:F100,WM983b
77,A6,91356.87,6.083333333333333,170.5279885878191,M0:F100,WM983b
78,A6,92536.09,6.125,171.6250339425837,M0:F100,WM983b
79,A6,93521.86,6.166666666666667,172.53675727883729,M0:F100,WM983b
80,A6,94069.69,6.208333333333333,173.04136013463508,M0:F100,WM983b
81,A6,93837.55,6.25,172.8277172801451,M0:F100,WM983b
82,A6,92754.29,6.291666666666667,171.827260622284,M0:F100,WM983b
83,A6,104241.6,6.333333333333333,182.1568879609449,M0:F100,WM983b
84,A6,104328.3,6.375,182.23262413395787,M0:F100,WM983b
85,A6,102570.3,6.416666666666667,180.6907316904696,M0:F100,WM983b
86,A6,104219.9,6.458333333333333,182.13792715161233,M0:F100,WM983b
87,A6,95437.7,6.5,174.29504704564258,M0:F100,WM983b
88,A6,102853.5,6.541666666666667,180.94000629657475,M0:F100,WM983b
89,A6,102570.3,6.583333333333333,180.6907316904696,M0:F100,WM983b
90,A6,102790.0,6.625,180.88414303313556,M0:F100,WM983b
91,A6,103831.5,6.666666666666667,181.79822041838656,M0:F100,WM983b
93,A6,104490.8,6.75,182.37449014391578,M0:F100,WM983b
94,A6,104611.5,6.791666666666667,182.47979246622245,M0:F100,WM983b
95,A6,103048.5,6.833333333333333,181.11144719870788,M0:F100,WM983b
96,A6,103488.0,6.875,181.49725480400008,M0:F100,WM983b
97,A6,103212.5,6.916666666666667,181.2555078549187,M0:F100,WM983b
98,A6,102078.2,6.958333333333333,180.25676193653936,M0:F100,WM983b
99,A6,106210.1,7.0,183.86877071044182,M0:F100,WM983b
100,A6,106022.8,7.041666666666667,183.70657419070992,M0:F100,WM983b
101,A6,106627.9,7.083333333333333,184.23005920049152,M0:F100,WM983b
102,A6,98425.98,7.125,177.00271888117442,M0:F100,WM983b
103,A6,97697.09,7.166666666666667,176.34610740922963,M0:F100,WM983b
104,A6,107370.7,7.208333333333333,184.87064476675016,M0:F100,WM983b
105,A6,99467.47,7.25,177.93672767219704,M0:F100,WM983b
106,A6,98805.13,7.291666666666667,177.34331023377973,M0:F100,WM983b
107,A6,107132.4,7.333333333333333,184.66537859218857,M0:F100,WM983b
108,A6,108093.4,7.375,185.49177300144328,M0:F100,WM983b
109,A6,108339.5,7.416666666666667,185.70281073319487,M0:F100,WM983b
110,A6,108067.1,7.458333333333333,185.46920580304518,M0:F100,WM983b
111,A6,108088.8,7.5,185.48782608500892,M0:F100,WM983b
112,A6,107260.8,7.541666666666667,184.77600774987627,M0:F100,WM983b
113,A6,105315.6,7.583333333333333,183.092863458349,M0:F100,WM983b
114,A6,107610.6,7.625,185.0770591893264,M0:F100,WM983b
115,A6,107616.8,7.666666666666667,185.08239073305643,M0:F100,WM983b
116,A6,107479.0,7.708333333333333,184.96385662379458,M0:F100,WM983b
117,A6,107044.2,7.75,184.58934725122933,M0:F100,WM983b
118,A6,108659.8,7.791666666666667,185.97711840641435,M0:F100,WM983b
119,A6,107859.7,7.833333333333333,185.2911461209569,M0:F100,WM983b
120,A6,107041.1,7.875,184.586674378157,M0:F100,WM983b
121,A6,108141.4,7.916666666666667,185.5329532071211,M0:F100,WM983b
122,A6,106200.8,7.958333333333333,183.8607205485378,M0:F100,WM983b
123,A6,105543.1,8.0,183.29051298003517,M0:F100,WM983b
124,A6,106360.2,8.041666666666666,183.99864987679993,M0:F100,WM983b
125,A6,104496.9,8.083333333333334,182.3798134267029,M0:F100,WM983b
126,A6,105133.0,8.125,182.93406807962387,M0:F100,WM983b
127,A6,104596.0,8.166666666666666,182.46627319940464,M0:F100,WM983b
128,A6,105396.1,8.208333333333334,183.16282536370588,M0:F100,WM983b
129,A6,104444.3,8.25,182.3339059131507,M0:F100,WM983b
130,A6,103973.9,8.291666666666666,181.9228415430147,M0:F100,WM983b
131,A6,106436.0,8.333333333333334,184.0642035971632,M0:F100,WM983b
132,A6,105046.3,8.375,182.85862243008486,M0:F100,WM983b
133,A6,105478.1,8.416666666666666,183.23406344313412,M0:F100,WM983b
134,A6,105259.9,8.458333333333334,183.04443938212705,M0:F100,WM983b
135,A6,106083.2,8.5,183.75889452761817,M0:F100,WM983b
136,A6,104724.4,8.541666666666666,182.5782348601984,M0:F100,WM983b
137,A6,105055.6,8.583333333333334,182.86671670637563,M0:F100,WM983b
138,A6,105481.2,8.625,183.23675604673224,M0:F100,WM983b
139,A6,105744.3,8.666666666666666,183.4651359184753,M0:F100,WM983b
140,A6,105202.6,8.708333333333334,182.99461093769636,M0:F100,WM983b
141,A6,105437.8,8.75,183.1990559950277,M0:F100,WM983b
142,A6,103452.4,8.791666666666666,181.46603447874202,M0:F100,WM983b
143,A6,104975.1,8.833333333333334,182.7966414711497,M0:F100,WM983b
144,A6,103062.4,8.875,181.1236616619383,M0:F100,WM983b
145,A6,103611.8,8.916666666666666,181.60578257670565,M0:F100,WM983b
146,A6,103351.8,8.958333333333334,181.37778170131506,M0:F100,WM983b
147,A6,105895.9,9.0,183.5966009389337,M0:F100,WM983b
148,A6,104891.6,9.041666666666666,182.72392634145015,M0:F100,WM983b
149,A6,104526.3,9.083333333333334,182.40546772564895,M0:F100,WM983b
150,A6,103727.8,9.125,181.70741375104924,M0:F100,WM983b
151,A6,104842.0,9.166666666666666,182.68071898063295,M0:F100,WM983b
152,A6,103973.9,9.208333333333334,181.9228415430147,M0:F100,WM983b
153,A6,104941.1,9.25,182.76703640701132,M0:F100,WM983b
154,A6,103221.8,9.291666666666666,181.26367371783573,M0:F100,WM983b
3,B6,86681.78,3.0,166.10739756557618,M0:F100,WM983b
4,B6,86573.45,3.0416666666666665,166.003569287043,M0:F100,WM983b
5,B6,84875.81,3.0833333333333335,164.36790873177478,M0:F100,WM983b
6,B6,81136.98,3.125,160.70688494615436,M0:F100,WM983b
7,B6,85912.66,3.1666666666666665,165.3688272509263,M0:F100,WM983b
8,B6,85530.42,3.2083333333333335,165.00054016715163,M0:F100,WM983b
9,B6,86782.37,3.25,166.2037494085486,M0:F100,WM983b
10,B6,86562.63,3.2916666666666665,165.99319535170585,M0:F100,WM983b
11,B6,86299.54,3.3333333333333335,165.74075164277943,M0:F100,WM983b
12,B6,82308.46,3.375,161.8628942486915,M0:F100,WM983b
13,B6,90969.98,3.4166666666666665,170.16651838696623,M0:F100,WM983b
14,B6,87724.81,3.4583333333333335,167.1037829811003,M0:F100,WM983b
15,B6,89993.49,3.5,169.25075349664505,M0:F100,WM983b
16,B6,89691.73,3.5416666666666665,168.96675521512296,M0:F100,WM983b
17,B6,90368.0,3.5833333333333335,169.60255833759348,M0:F100,WM983b
18,B6,91587.45,3.625,170.7430548671413,M0:F100,WM983b
19,B6,92030.05,3.6666666666666665,171.15511894474136,M0:F100,WM983b
20,B6,92356.57,3.7083333333333335,171.45847685380068,M0:F100,WM983b
21,B6,90159.08,3.75,169.40639448744335,M0:F100,WM983b
22,B6,88865.34,3.7916666666666665,168.18655196264612,M0:F100,WM983b
23,B6,91367.7,3.8333333333333335,170.53809600166974,M0:F100,WM983b
24,B6,91229.97,3.875,170.4095107887193,M0:F100,WM983b
25,B6,93299.02,3.9166666666666665,172.3310779785794,M0:F100,WM983b
26,B6,93726.13,3.9583333333333335,172.72508148137368,M0:F100,WM983b
27,B6,91253.19,4.0,170.43119586157877,M0:F100,WM983b
28,B6,92553.11,4.041666666666667,171.64081656195842,M0:F100,WM983b
29,B6,93608.52,4.083333333333333,172.61667748810686,M0:F100,WM983b
30,B6,92432.4,4.125,171.52885099508657,M0:F100,WM983b
31,B6,92632.03,4.166666666666667,171.71397999660215,M0:F100,WM983b
32,B6,92710.95,4.208333333333333,171.78711227123853,M0:F100,WM983b
33,B6,91779.34,4.25,170.92182794898793,M0:F100,WM983b
34,B6,90595.48,4.291666666666667,169.81589126923865,M0:F100,WM983b
35,B6,96596.8,4.333333333333333,175.35026778912655,M0:F100,WM983b
36,B6,89346.63,4.375,168.6413817134017,M0:F100,WM983b
37,B6,96321.34,4.416666666666667,175.10007073805025,M0:F100,WM983b
38,B6,95999.46,4.458333333333333,174.80725724724752,M0:F100,WM983b
39,B6,94160.99,4.5,173.12531302456338,M0:F100,WM983b
40,B6,95337.12,4.541666666666667,174.20317969626845,M0:F100,WM983b
41,B6,93668.88,4.583333333333333,172.67232126708424,M0:F100,WM983b
42,B6,93543.53,4.625,172.55674541300903,M0:F100,WM983b
43,B6,92036.23,4.666666666666667,171.16086555075952,M0:F100,WM983b
44,B6,93268.07,4.708333333333333,172.30249199092225,M0:F100,WM983b
45,B6,91689.59,4.75,170.83823622695954,M0:F100,WM983b
46,B6,91907.79,4.791666666666667,171.04139316055554,M0:F100,WM983b
47,B6,91674.11,4.833333333333333,170.8238142651671,M0:F100,WM983b
48,B6,94224.44,4.875,173.1836330954268,M0:F100,WM983b
49,B6,98760.25,4.916666666666667,177.3030285612254,M0:F100,WM983b
50,B6,98060.77,4.958333333333333,176.6740290416078,M0:F100,WM983b
51,B6,91086.05,5.0,170.27504282316616,M0:F100,WM983b
52,B6,96282.66,5.041666666666667,175.0649095223615,M0:F100,WM983b
53,B6,98774.18,5.083333333333333,177.31553229679923,M0:F100,WM983b
54,B6,95304.62,5.125,174.17348462090726,M0:F100,WM983b
55,B6,96169.69,5.166666666666667,174.96217613595925,M0:F100,WM983b
56,B6,96171.23,5.208333333333333,174.96357699662852,M0:F100,WM983b
57,B6,96245.52,5.25,175.03114156315084,M0:F100,WM983b
58,B6,95525.91,5.291666666666667,174.37557609855526,M0:F100,WM983b
59,B6,96295.04,5.333333333333333,175.07616406142662,M0:F100,WM983b
60,B6,95968.51,5.375,174.77907625150092,M0:F100,WM983b
61,B6,94439.55,5.416666666666667,173.3812054743778,M0:F100,WM983b
62,B6,94945.59,5.458333333333333,173.84510331485572,M0:F100,WM983b
63,B6,94550.97,5.5,173.48345309932878,M0:F100,WM983b
64,B6,94713.46,5.541666666666667,173.63245858039622,M0:F100,WM983b
65,B6,95775.06,5.583333333333333,174.6028305837157,M0:F100,WM983b
66,B6,95604.84,5.625,174.4476017003946,M0:F100,WM983b
67,B6,97485.09,5.666666666666667,176.15467039654837,M0:F100,WM983b
68,B6,97064.16,5.708333333333333,175.77395063582443,M0:F100,WM983b
69,B6,88319.07,5.75,167.66881975954337,M0:F100,WM983b
70,B6,100094.2,5.791666666666667,178.49642408086942,M0:F100,WM983b
72,B6,87440.07,5.875,166.8323671521887,M0:F100,WM983b
73,B6,87802.2,5.916666666666667,167.1774754226371,M0:F100,WM983b
74,B6,89010.81,5.958333333333333,168.32415394181257,M0:F100,WM983b
75,B6,86290.26,6.0,165.73184014959136,M0:F100,WM983b
76,B6,85541.25,6.041666666666667,165.0109861540109,M0:F100,WM983b
77,B6,85061.52,6.083333333333333,164.54763064176962,M0:F100,WM983b
78,B6,85392.69,6.125,164.8676361049303,M0:F100,WM983b
79,B6,86277.88,6.166666666666667,165.71995101066966,M0:F100,WM983b
80,B6,86445.01,6.208333333333333,165.88038248767288,M0:F100,WM983b
81,B6,95956.13,6.25,174.76780258084446,M0:F100,WM983b
82,B6,96932.62,6.291666666666667,175.6548070497834,M0:F100,WM983b
83,B6,96202.19,6.333333333333333,174.99173737502983,M0:F100,WM983b
84,B6,96377.05,6.375,175.15070030185294,M0:F100,WM983b
85,B6,97721.86,6.416666666666667,176.3684612799815,M0:F100,WM983b
86,B6,97670.79,6.458333333333333,176.32236967662644,M0:F100,WM983b
87,B6,97932.32,6.5,176.55827829052527,M0:F100,WM983b
88,B6,96200.63,6.541666666666667,174.99031854965278,M0:F100,WM983b
89,B6,97203.44,6.583333333333333,175.9000168364771,M0:F100,WM983b
90,B6,96519.43,6.625,175.28002960355852,M0:F100,WM983b
91,B6,97618.17,6.666666666666667,176.27486656403948,M0:F100,WM983b
93,B6,99091.42,6.75,177.60005242676647,M0:F100,WM983b
94,B6,98863.94,6.791666666666667,177.39608081657585,M0:F100,WM983b
95,B6,96785.6,6.833333333333333,175.52154659821653,M0:F100,WM983b
96,B6,98017.44,6.875,176.63499135343068,M0:F100,WM983b
97,B6,97574.84,6.916666666666667,176.23574045806254,M0:F100,WM983b
98,B6,97447.95,6.958333333333333,176.1211113789137,M0:F100,WM983b
99,B6,96621.56,7.0,175.37273951928876,M0:F100,WM983b
100,B6,96174.33,7.041666666666667,174.96639687694986,M0:F100,WM983b
101,B6,95488.77,7.083333333333333,174.34167462351095,M0:F100,WM983b
102,B6,96352.3,7.125,175.12820916844453,M0:F100,WM983b
103,B6,96055.17,7.166666666666667,174.85797159427608,M0:F100,WM983b
104,B6,94679.41,7.208333333333333,173.6012448718282,M0:F100,WM983b
105,B6,95614.13,7.25,174.4560771021238,M0:F100,WM983b
106,B6,95228.79,7.291666666666667,174.10417946252784,M0:F100,WM983b
107,B6,95453.18,7.333333333333333,174.309181805437,M0:F100,WM983b
108,B6,98735.49,7.375,177.28080151048732,M0:F100,WM983b
109,B6,97167.84,7.416666666666667,175.86780288365685,M0:F100,WM983b
110,B6,98280.52,7.458333333333333,176.871877740029,M0:F100,WM983b
111,B6,97153.91,7.5,175.85519621100266,M0:F100,WM983b
112,B6,97813.16,7.541666666666667,176.45083118783234,M0:F100,WM983b
113,B6,98661.21,7.583333333333333,177.21410363132804,M0:F100,WM983b
114,B6,99583.54,7.625,178.04051584731764,M0:F100,WM983b
115,B6,100462.5,7.666666666666667,178.8245143729994,M0:F100,WM983b
116,B6,100275.3,7.708333333333333,178.65782750846788,M0:F100,WM983b
117,B6,105886.6,7.75,183.58853884267552,M0:F100,WM983b
118,B6,105656.0,7.791666666666667,183.38852018224748,M0:F100,WM983b
119,B6,103553.0,7.833333333333333,181.55424435685902,M0:F100,WM983b
120,B6,102794.7,7.875,180.88827838557395,M0:F100,WM983b
121,B6,103782.0,7.916666666666667,181.75488056150283,M0:F100,WM983b
122,B6,104032.7,7.958333333333333,181.97427536987868,M0:F100,WM983b
123,B6,105679.3,8.0,183.40874012702523,M0:F100,WM983b
124,B6,107315.0,8.041666666666666,184.82268647493873,M0:F100,WM983b
125,B6,107084.4,8.083333333333334,184.62400487493363,M0:F100,WM983b
126,B6,106558.3,8.125,184.16992247633223,M0:F100,WM983b
127,B6,107619.9,8.166666666666666,185.08505644732892,M0:F100,WM983b
